,date,ticker,mfp,sector,industry,scalemarketcap,qMO,qValue,qQuality,qLV,qSentiment,qGrowth,Weight
34120,2/28/2018,CHTR,qGrowth,Consumer Cyclical,Entertainment,Large,0.48,0.87,0.3,0.45,0.03,0.96,0.02
34121,2/28/2018,PSX,qGrowth,Energy,Oil & Gas Refining & Marketing,Large,0.48,0.84,0.24,0.81,0.21,0.96,0.02
34122,2/28/2018,ST,qGrowth,Technology,Scientific & Technical Instruments,Large,0.18,0.36,0.42,0.08,0.63,0.96,0.02
34123,2/28/2018,SHW,qGrowth,Basic Materials,Specialty Chemicals,Large,0.57,0.46,0.54,0.67,0.4,0.95,0.02
34124,2/28/2018,GPN,qGrowth,Industrials,Specialty Business Services,Large,0.94,0.19,0.27,0.42,0.18,0.95,0.02
34125,2/28/2018,BR,qGrowth,Technology,Information Technology Services,Large,0.91,0.31,0.89,0.79,0.23,0.95,0.02
34126,3/31/2018,BX,qGrowth,Financial Services,Asset Management,Large,0.25,0.19,0.09,0.67,0.72,0.97,0.02
34127,3/31/2018,CTRA,qGrowth,Energy,Oil & Gas E&P,Large,0.47,0.37,0.63,0.18,0.8,0.82,0.02
34128,3/31/2018,EMN,qGrowth,Basic Materials,Chemicals,Large,0.83,0.87,0.5,0.51,0.28,0.8,0.02
34129,3/31/2018,EOG,qGrowth,Energy,Oil & Gas E&P,Large,0.75,0.42,0.49,0.58,0.29,0.75,0.02
34130,3/31/2018,FLT,qGrowth,Technology,Information Technology Services,Large,0.78,0.07,0.73,0.31,0.15,0.81,0.02
34131,3/31/2018,HDB,qGrowth,Financial Services,Banks - Regional,Large,0.65,0.42,0.29,0.75,0.89,0.93,0.02
34132,3/31/2018,LVS,qGrowth,Consumer Cyclical,Resorts & Casinos,Large,0.8,0.58,0.89,0.63,0.38,0.84,0.02
34133,3/31/2018,MCHP,qGrowth,Technology,Semiconductors,Large,0.74,0.19,0.92,0.09,0.5,0.95,0.02
34134,3/31/2018,MLCO,qGrowth,Consumer Cyclical,Resorts & Casinos,Large,0.86,0.54,0.6,0.34,0.79,0.97,0.02
34135,3/31/2018,PBA,qGrowth,Energy,Oil & Gas Midstream,Large,0.3,0.81,0.32,0.7,0.89,0.95,0.02
34136,3/31/2018,V,qGrowth,Financial Services,Credit Services,Large,0.87,0.02,0.45,0.74,0.32,0.91,0.02
34137,3/31/2018,XEC,qGrowth,Energy,Oil & Gas E&P,Large,0.19,0.77,0.83,0.16,0.46,0.78,0.02
34138,3/31/2018,KKR,qGrowth,Financial Services,Asset Management,Large,0.35,0.33,0.07,0.29,0.77,1,0.02
34139,3/31/2018,ALNY,qGrowth,Healthcare,Biotechnology,Large,0.88,0.07,0.01,0.01,0.02,0.99,0.02
34140,3/31/2018,MPLX,qGrowth,Energy,Oil & Gas Midstream,Large,0.16,0.59,0.52,0.52,0.7,0.99,0.02
34141,3/31/2018,ATH,qGrowth,Financial Services,Insurance - Diversified,Large,0.39,0.38,0.23,0.36,0.44,0.99,0.02
34142,3/31/2018,STM,qGrowth,Technology,Semiconductors,Large,0.8,0.47,0.81,0.13,0.69,0.98,0.02
34143,3/31/2018,SU,qGrowth,Energy,Oil & Gas Integrated,Large,0.59,0.89,0.74,0.78,0.73,0.98,0.02
34144,3/31/2018,WB,qGrowth,Technology,Internet Content & Information,Large,0.94,0.01,0.68,0.04,0.06,0.98,0.02
34145,3/31/2018,RIO,qGrowth,Basic Materials,Other Industrial Metals & Mining,Large,0.47,0.9,0.87,0.44,0.73,0.97,0.02
34146,3/31/2018,VIPS,qGrowth,Technology,Internet Retail,Large,0.81,0.76,0.6,0.01,0.82,0.97,0.02
34147,3/31/2018,SNAP,qGrowth,Technology,Internet Content & Information,Large,0.31,0,0,0.14,0.74,0.97,0.02
34148,3/31/2018,LRCX,qGrowth,Technology,Semiconductor Equipment & Materials,Large,0.94,0.35,0.9,0.04,0.02,0.96,0.02
34149,3/31/2018,SHPG,qGrowth,Healthcare,Biotechnology,Large,0.37,0.72,0.43,0.43,0.09,0.96,0.02
34150,3/31/2018,WCN,qGrowth,Industrials,Waste Management,Large,0.76,0.42,0.56,0.91,0.63,0.96,0.02
34151,3/31/2018,CHTR,qGrowth,Consumer Cyclical,Entertainment,Large,0.23,0.88,0.31,0.41,0.01,0.95,0.02
34152,3/31/2018,PSX,qGrowth,Energy,Oil & Gas Refining & Marketing,Large,0.58,0.82,0.24,0.83,0.53,0.95,0.02
34153,4/30/2018,BKNG,qGrowth,Industrials,Travel Services,Large,0.64,0.16,0.95,0.37,0,0.83,0.02
34154,4/30/2018,BX,qGrowth,Financial Services,Asset Management,Large,0.18,0.19,0.1,0.72,0.86,0.96,0.02
34155,4/30/2018,EMN,qGrowth,Basic Materials,Chemicals,Large,0.86,0.89,0.52,0.5,0.37,0.8,0.02
34156,4/30/2018,EOG,qGrowth,Energy,Oil & Gas E&P,Large,0.71,0.35,0.5,0.58,0.09,0.76,0.02
34157,4/30/2018,EQT,qGrowth,Energy,Oil & Gas E&P,Large,0.09,0.75,0.21,0.06,0.52,0.81,0.02
34158,4/30/2018,FLT,qGrowth,Technology,Information Technology Services,Large,0.85,0.06,0.72,0.38,0.12,0.82,0.02
34159,4/30/2018,GRFS,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.21,0.49,0.4,0.63,0.95,0.91,0.02
34160,4/30/2018,HDB,qGrowth,Financial Services,Banks - Regional,Large,0.43,0.41,0.3,0.81,0.72,0.92,0.02
34161,4/30/2018,LVS,qGrowth,Consumer Cyclical,Resorts & Casinos,Large,0.83,0.71,0.88,0.63,0.45,0.94,0.02
34162,4/30/2018,MCHP,qGrowth,Technology,Semiconductors,Large,0.27,0.18,0.91,0.09,0.58,0.96,0.02
34163,4/30/2018,PBA,qGrowth,Energy,Oil & Gas Midstream,Large,0.27,0.82,0.33,0.69,0.66,0.95,0.02
34164,4/30/2018,V,qGrowth,Financial Services,Credit Services,Large,0.87,0.02,0.47,0.7,0.25,0.96,0.02
34165,4/30/2018,XEC,qGrowth,Energy,Oil & Gas E&P,Large,0.32,0.74,0.83,0.12,0.13,0.78,0.02
34166,4/30/2018,KKR,qGrowth,Financial Services,Asset Management,Large,0.38,0.32,0.07,0.35,0.86,1,0.02
34167,4/30/2018,ALNY,qGrowth,Healthcare,Biotechnology,Large,0.05,0.09,0.01,0.01,0.31,0.99,0.02
34168,4/30/2018,SSNC,qGrowth,Technology,Software - Application,Large,0.82,0.15,0.59,0.19,0.62,0.99,0.02
34169,4/30/2018,ATH,qGrowth,Financial Services,Insurance - Diversified,Large,0.24,0.36,0.24,0.41,0.76,0.99,0.02
34170,4/30/2018,TAL,qGrowth,Consumer Defensive,Education & Training Services,Large,0.82,0.1,0.74,0.02,0.72,0.98,0.02
34171,4/30/2018,BUD,qGrowth,Consumer Defensive,Beverages - Brewers,Large,0.37,0.55,0.5,0.94,0.22,0.97,0.02
34172,4/30/2018,NVDA,qGrowth,Technology,Semiconductors,Large,0.5,0.02,0.95,0.05,0.44,0.97,0.02
34173,4/30/2018,SHPG,qGrowth,Healthcare,Biotechnology,Large,0.6,0.71,0.52,0.47,0.12,0.97,0.02
34174,4/30/2018,SNAP,qGrowth,Technology,Internet Content & Information,Large,0.11,0,0,0.13,0.91,0.97,0.02
34175,4/30/2018,MAR,qGrowth,Consumer Cyclical,Lodging,Large,0.65,0.38,0.82,0.5,0.23,0.96,0.02
34176,4/30/2018,RIO,qGrowth,Basic Materials,Other Industrial Metals & Mining,Large,0.71,0.89,0.87,0.49,0.35,0.96,0.02
34177,4/30/2018,AMAT,qGrowth,Technology,Semiconductor Equipment & Materials,Large,0.24,0.47,0.95,0.06,0.24,0.95,0.02
34178,5/31/2018,AMG,qGrowth,Financial Services,Asset Management,Large,0.12,0.15,0.37,0.27,0.25,0.77,0.02
34179,5/31/2018,BX,qGrowth,Financial Services,Asset Management,Large,0.16,0.16,0.1,0.78,0.94,0.8,0.02
34180,5/31/2018,EMN,qGrowth,Basic Materials,Chemicals,Large,0.67,0.87,0.47,0.52,0.35,0.78,0.02
34181,5/31/2018,GRFS,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.55,0.44,0.39,0.62,0.75,0.9,0.02
34182,5/31/2018,HDB,qGrowth,Financial Services,Banks - Regional,Large,0.71,0.41,0.28,0.73,0.47,0.91,0.02
34183,5/31/2018,LVS,qGrowth,Consumer Cyclical,Resorts & Casinos,Large,0.76,0.68,0.88,0.67,0.47,0.89,0.02
34184,5/31/2018,MCHP,qGrowth,Technology,Semiconductors,Large,0.39,0.14,0.93,0.11,0.41,0.8,0.02
34185,5/31/2018,CNQ,qGrowth,Energy,Oil & Gas E&P,Large,0.84,0.91,0.7,0.54,0.63,1,0.02
34186,5/31/2018,CBOE,qGrowth,Financial Services,Financial Data & Stock Exchanges,Large,0.57,0.06,0.29,0.4,0.2,1,0.02
34187,5/31/2018,ALNY,qGrowth,Healthcare,Biotechnology,Large,0.19,0.09,0.01,0.01,0.12,0.99,0.02
34188,5/31/2018,SSNC,qGrowth,Technology,Software - Application,Large,0.59,0.12,0.6,0.44,0.74,0.99,0.02
34189,5/31/2018,REG,qGrowth,Real Estate,REIT - Retail,Large,0.38,0.52,0.12,0.73,0.67,0.99,0.02
34190,5/31/2018,WB,qGrowth,Technology,Internet Content & Information,Large,0.39,0.03,0.94,0.04,0.02,0.99,0.02
34191,5/31/2018,ANET,qGrowth,Technology,Computer Hardware,Large,0.53,0.05,0.96,0.02,0.47,0.99,0.02
34192,5/31/2018,TCOM,qGrowth,Industrials,Travel Services,Large,0.11,0.92,0.48,0.37,0.45,0.98,0.02
34193,5/31/2018,IQV,qGrowth,Healthcare,Diagnostics & Research,Large,0.67,0.51,0.2,0.54,0.34,0.98,0.02
34194,5/31/2018,ATH,qGrowth,Financial Services,Insurance - Diversified,Large,0.16,0.36,0.24,0.43,0.7,0.98,0.02
34195,5/31/2018,BUD,qGrowth,Consumer Defensive,Beverages - Brewers,Large,0.02,0.6,0.5,0.95,0.44,0.96,0.02
34196,5/31/2018,H,qGrowth,Consumer Cyclical,Lodging,Large,0.73,0.75,0.43,0.2,0.45,0.96,0.02
34197,5/31/2018,RIO,qGrowth,Basic Materials,Other Industrial Metals & Mining,Large,0.84,0.89,0.87,0.53,0.53,0.96,0.02
34198,5/31/2018,SHPG,qGrowth,Healthcare,Biotechnology,Large,0.5,0.71,0.53,0.49,0.09,0.96,0.02
34199,5/31/2018,CRM,qGrowth,Technology,Software - Application,Large,0.91,0.06,0.84,0.48,0.33,0.95,0.02
34200,5/31/2018,ST,qGrowth,Technology,Scientific & Technical Instruments,Large,0.41,0.35,0.43,0.07,0.65,0.95,0.02
34201,6/30/2018,AMG,qGrowth,Financial Services,Asset Management,Large,0.19,0.16,0.38,0.27,0.19,0.76,0.02
34202,6/30/2018,BX,qGrowth,Financial Services,Asset Management,Large,0.49,0.16,0.09,0.79,0.88,0.78,0.02
34203,6/30/2018,EMN,qGrowth,Basic Materials,Chemicals,Large,0.61,0.87,0.47,0.49,0.16,0.76,0.02
34204,6/30/2018,GRFS,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.69,0.45,0.39,0.56,0.67,0.89,0.02
34205,6/30/2018,HDB,qGrowth,Financial Services,Banks - Regional,Large,0.62,0.4,0.28,0.76,0.78,0.9,0.02
34206,6/30/2018,LVS,qGrowth,Consumer Cyclical,Resorts & Casinos,Large,0.81,0.7,0.88,0.63,0.44,0.88,0.02
34207,6/30/2018,MCHP,qGrowth,Technology,Semiconductors,Large,0.72,0.15,0.93,0.1,0.32,0.77,0.02
34208,6/30/2018,WYNN,qGrowth,Consumer Cyclical,Resorts & Casinos,Large,0.4,0.51,0.6,0.18,0.05,0.9,0.02
34209,6/30/2018,BTI,qGrowth,Consumer Defensive,Tobacco,Large,0.1,0.59,0.72,0.77,0.74,1,0.02
34210,6/30/2018,SSNC,qGrowth,Technology,Software - Application,Large,0.9,0.11,0.59,0.43,0.57,1,0.02
34211,6/30/2018,CBOE,qGrowth,Financial Services,Financial Data & Stock Exchanges,Large,0.47,0.05,0.29,0.4,0.33,1,0.02
34212,6/30/2018,CNQ,qGrowth,Energy,Oil & Gas E&P,Large,0.62,0.9,0.7,0.53,0.58,0.99,0.02
34213,6/30/2018,WLK,qGrowth,Basic Materials,Specialty Chemicals,Large,0.63,0.91,0.62,0.21,0.09,0.99,0.02
34214,6/30/2018,REG,qGrowth,Real Estate,REIT - Retail,Large,0.63,0.5,0.12,0.74,0.48,0.99,0.02
34215,6/30/2018,WB,qGrowth,Technology,Internet Content & Information,Large,0.51,0.04,0.94,0.04,0.05,0.99,0.02
34216,6/30/2018,ANET,qGrowth,Technology,Computer Hardware,Large,0.89,0.05,0.96,0.02,0.31,0.99,0.02
34217,6/30/2018,PSX,qGrowth,Energy,Oil & Gas Refining & Marketing,Large,0.4,0.85,0.29,0.82,0.24,0.98,0.02
34218,6/30/2018,TCOM,qGrowth,Industrials,Travel Services,Large,0.58,0.91,0.48,0.35,0.43,0.98,0.02
34219,6/30/2018,IQV,qGrowth,Healthcare,Diagnostics & Research,Large,0.69,0.5,0.2,0.56,0.34,0.98,0.02
34220,6/30/2018,ALNY,qGrowth,Healthcare,Biotechnology,Large,0.52,0.08,0.01,0.01,0.19,0.98,0.02
34221,6/30/2018,ATH,qGrowth,Financial Services,Insurance - Diversified,Large,0.19,0.36,0.24,0.45,0.72,0.98,0.02
34222,6/30/2018,LFCHY,qGrowth,Financial Services,Insurance - Life,Large,0.04,0.39,0.29,0.67,0.81,0.97,0.02
34223,6/30/2018,MCO,qGrowth,Financial Services,Financial Data & Stock Exchanges,Large,0.9,0.01,0.52,0.7,0.19,0.97,0.02
34224,6/30/2018,STM,qGrowth,Technology,Semiconductors,Large,0.89,0.49,0.82,0.14,0.54,0.97,0.02
34225,6/30/2018,SNAP,qGrowth,Technology,Internet Content & Information,Large,0.02,0,0,0.11,0.84,0.97,0.02
34226,6/30/2018,TAL,qGrowth,Consumer Defensive,Education & Training Services,Large,0.86,0.18,0.93,0.02,0.2,0.97,0.02
34227,6/30/2018,BUD,qGrowth,Consumer Defensive,Beverages - Brewers,Large,0.08,0.55,0.5,0.94,0.41,0.96,0.02
34228,6/30/2018,H,qGrowth,Consumer Cyclical,Lodging,Large,0.83,0.77,0.43,0.22,0.24,0.96,0.02
34229,6/30/2018,RIO,qGrowth,Basic Materials,Other Industrial Metals & Mining,Large,0.66,0.9,0.87,0.51,0.38,0.96,0.02
34230,6/30/2018,SHPG,qGrowth,Healthcare,Biotechnology,Large,0.34,0.7,0.53,0.52,0.25,0.96,0.02
34231,6/30/2018,CRM,qGrowth,Technology,Software - Application,Large,0.94,0.06,0.84,0.47,0.27,0.95,0.02
34232,7/31/2018,BX,qGrowth,Financial Services,Asset Management,Large,0.81,0.15,0.1,0.76,0.74,0.79,0.02
34233,7/31/2018,EMN,qGrowth,Basic Materials,Chemicals,Large,0.64,0.88,0.47,0.51,0.5,0.75,0.02
34234,7/31/2018,EQT,qGrowth,Energy,Oil & Gas E&P,Large,0.21,0.79,0.21,0.05,0.33,0.76,0.02
34235,7/31/2018,GRFS,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.18,0.48,0.4,0.59,0.95,0.9,0.02
34236,7/31/2018,LVS,qGrowth,Consumer Cyclical,Resorts & Casinos,Large,0.62,0.71,0.86,0.58,0.48,0.88,0.02
34237,7/31/2018,MCHP,qGrowth,Technology,Semiconductors,Large,0.38,0.15,0.93,0.1,0.76,0.77,0.02
34238,7/31/2018,WYNN,qGrowth,Consumer Cyclical,Resorts & Casinos,Large,0.33,0.52,0.6,0.16,0.13,0.89,0.02
34239,7/31/2018,YNDX,qGrowth,Technology,Internet Content & Information,Large,0.83,0.64,0.67,0.05,0.62,0.83,0.02
34240,7/31/2018,SSNC,qGrowth,Technology,Software - Application,Large,0.91,0.11,0.6,0.42,0.58,1,0.02
34241,7/31/2018,CNQ,qGrowth,Energy,Oil & Gas E&P,Large,0.24,0.91,0.7,0.52,0.79,0.99,0.02
34242,7/31/2018,IQV,qGrowth,Healthcare,Diagnostics & Research,Large,0.92,0.4,0.22,0.45,0.05,0.99,0.02
34243,7/31/2018,REG,qGrowth,Real Estate,REIT - Retail,Large,0.61,0.51,0.13,0.73,0.72,0.99,0.02
34244,7/31/2018,WB,qGrowth,Technology,Internet Content & Information,Large,0.13,0.04,0.94,0.04,0.29,0.99,0.02
34245,7/31/2018,TEAM,qGrowth,Technology,Software - Application,Large,0.93,0.02,0.34,0.1,0.22,0.99,0.02
34246,7/31/2018,CBOE,qGrowth,Financial Services,Financial Data & Stock Exchanges,Large,0.08,0.06,0.29,0.37,0.29,0.99,0.02
34247,7/31/2018,BTI,qGrowth,Consumer Defensive,Tobacco,Large,0.18,0.62,0.75,0.78,0.49,0.98,0.02
34248,7/31/2018,PSX,qGrowth,Energy,Oil & Gas Refining & Marketing,Large,0.86,0.87,0.34,0.81,0.15,0.98,0.02
34249,7/31/2018,WLK,qGrowth,Basic Materials,Specialty Chemicals,Large,0.5,0.91,0.63,0.21,0.38,0.98,0.02
34250,7/31/2018,ALNY,qGrowth,Healthcare,Biotechnology,Large,0.3,0.09,0.01,0.01,0.15,0.98,0.02
34251,7/31/2018,ANET,qGrowth,Technology,Computer Hardware,Large,0.88,0.05,0.96,0.02,0.41,0.98,0.02
34252,7/31/2018,ATH,qGrowth,Financial Services,Insurance - Diversified,Large,0.03,0.37,0.24,0.47,0.72,0.98,0.02
34253,7/31/2018,TCOM,qGrowth,Industrials,Travel Services,Large,0.02,0.93,0.49,0.37,0.42,0.97,0.02
34254,7/31/2018,FANG,qGrowth,Energy,Oil & Gas E&P,Large,0.65,0.52,0.58,0.07,0.35,0.97,0.02
34255,7/31/2018,TAL,qGrowth,Consumer Defensive,Education & Training Services,Large,0.48,0.25,0.92,0.01,0.28,0.97,0.02
34256,7/31/2018,RIO,qGrowth,Basic Materials,Other Industrial Metals & Mining,Large,0.57,0.91,0.88,0.47,0.63,0.96,0.02
34257,7/31/2018,SHPG,qGrowth,Healthcare,Biotechnology,Large,0.31,0.71,0.49,0.54,0.48,0.96,0.02
34258,7/31/2018,ST,qGrowth,Technology,Scientific & Technical Instruments,Large,0.74,0.37,0.44,0.08,0.64,0.96,0.02
34259,7/31/2018,BABA,qGrowth,Technology,Internet Retail,Large,0.37,0.41,0.96,0.34,0.18,0.96,0.02
34260,7/31/2018,SNAP,qGrowth,Technology,Internet Content & Information,Large,0.3,0,0,0.1,0.93,0.96,0.02
34261,7/31/2018,CVX,qGrowth,Energy,Oil & Gas Integrated,Large,0.27,0.69,0.58,0.74,0.38,0.95,0.02
34262,8/31/2018,BX,qGrowth,Financial Services,Asset Management,Large,0.64,0.17,0.11,0.79,0.75,0.9,0.02
34263,8/31/2018,EMN,qGrowth,Basic Materials,Chemicals,Large,0.62,0.89,0.47,0.49,0.37,0.79,0.02
34264,8/31/2018,EQT,qGrowth,Energy,Oil & Gas E&P,Large,0.08,0.77,0.22,0.05,0.72,0.94,0.02
34265,8/31/2018,GRFS,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.06,0.48,0.38,0.59,0.83,0.88,0.02
34266,8/31/2018,NFLX,qGrowth,Consumer Cyclical,Entertainment,Large,0.71,0.03,0.26,0.05,0.01,0.83,0.02
34267,8/31/2018,V,qGrowth,Financial Services,Credit Services,Large,0.89,0.02,0.44,0.7,0.23,0.88,0.02
34268,8/31/2018,YNDX,qGrowth,Technology,Internet Content & Information,Large,0.07,0.64,0.66,0.05,0.45,0.81,0.02
34269,8/31/2018,CPRT,qGrowth,Industrials,Specialty Business Services,Large,0.87,0.27,0.91,0.26,0.56,1,0.02
34270,8/31/2018,BTI,qGrowth,Consumer Defensive,Tobacco,Large,0.06,0.68,0.75,0.75,0.34,0.99,0.02
34271,8/31/2018,ALNY,qGrowth,Healthcare,Biotechnology,Large,0.78,0.09,0.01,0.01,0.02,0.99,0.02
34272,8/31/2018,REG,qGrowth,Real Estate,REIT - Retail,Large,0.52,0.49,0.12,0.76,0.55,0.99,0.02
34273,8/31/2018,WB,qGrowth,Technology,Internet Content & Information,Large,0.08,0.07,0.9,0.03,0.2,0.99,0.02
34274,8/31/2018,CBOE,qGrowth,Financial Services,Financial Data & Stock Exchanges,Large,0.43,0.07,0.28,0.35,0.15,0.99,0.02
34275,8/31/2018,ADI,qGrowth,Technology,Semiconductors,Large,0.47,0.19,0.83,0.38,0.29,0.98,0.02
34276,8/31/2018,FANG,qGrowth,Energy,Oil & Gas E&P,Large,0.56,0.65,0.59,0.04,0.05,0.98,0.02
34277,8/31/2018,LFCHY,qGrowth,Financial Services,Insurance - Life,Large,0.18,0.41,0.27,0.7,0.95,0.97,0.02
34278,8/31/2018,PXD,qGrowth,Energy,Oil & Gas E&P,Large,0.54,0.52,0.59,0.25,0.06,0.97,0.02
34279,8/31/2018,WLK,qGrowth,Basic Materials,Specialty Chemicals,Large,0.69,0.94,0.61,0.17,0.34,0.97,0.02
34280,8/31/2018,TAL,qGrowth,Consumer Defensive,Education & Training Services,Large,0.21,0.28,0.92,0.02,0.36,0.97,0.02
34281,8/31/2018,ATH,qGrowth,Financial Services,Insurance - Diversified,Large,0.31,0.36,0.21,0.41,0.88,0.97,0.02
34282,8/31/2018,AMZN,qGrowth,Technology,Internet Retail,Large,0.9,0.09,0.77,0.31,0.26,0.96,0.02
34283,8/31/2018,BIDU,qGrowth,Technology,Internet Content & Information,Large,0.02,0.49,0.74,0.3,0.07,0.96,0.02
34284,8/31/2018,CNQ,qGrowth,Energy,Oil & Gas E&P,Large,0.41,0.92,0.72,0.5,0.76,0.96,0.02
34285,8/31/2018,MCO,qGrowth,Financial Services,Financial Data & Stock Exchanges,Large,0.86,0.02,0.47,0.66,0.26,0.96,0.02
34286,8/31/2018,RIO,qGrowth,Basic Materials,Other Industrial Metals & Mining,Large,0.11,0.92,0.86,0.47,0.39,0.96,0.02
34287,8/31/2018,SNAP,qGrowth,Technology,Internet Content & Information,Large,0.07,0,0,0.1,0.77,0.96,0.02
34288,8/31/2018,OXY,qGrowth,Energy,Oil & Gas E&P,Large,0.38,0.55,0.7,0.7,0.42,0.95,0.02
34289,8/31/2018,SHW,qGrowth,Basic Materials,Specialty Chemicals,Large,0.92,0.39,0.5,0.6,0.29,0.95,0.02
34290,8/31/2018,STM,qGrowth,Technology,Semiconductors,Large,0.04,0.53,0.84,0.15,0.61,0.95,0.02
34291,8/31/2018,INFO,qGrowth,Industrials,Consulting Services,Large,0.63,0.36,0.56,0.84,0.85,0.95,0.02
34292,8/31/2018,PTC,qGrowth,Technology,Software - Application,Large,0.8,0.05,0.61,0,0.24,0.95,0.02
34293,9/30/2018,EMN,qGrowth,Basic Materials,Chemicals,Large,0.49,0.9,0.47,0.48,0.57,0.78,0.02
34294,9/30/2018,EQT,qGrowth,Energy,Oil & Gas E&P,Large,0.14,0.8,0.21,0.04,0.37,0.94,0.02
34295,9/30/2018,GRFS,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.26,0.49,0.38,0.58,0.84,0.88,0.02
34296,9/30/2018,V,qGrowth,Financial Services,Credit Services,Large,0.89,0.02,0.44,0.73,0.29,0.88,0.02
34297,9/30/2018,YNDX,qGrowth,Technology,Internet Content & Information,Large,0.08,0.65,0.66,0.04,0.54,0.81,0.02
34298,9/30/2018,CPRT,qGrowth,Industrials,Specialty Business Services,Large,0.76,0.37,0.91,0.14,0.17,1,0.02
34299,9/30/2018,BTI,qGrowth,Consumer Defensive,Tobacco,Large,0.07,0.68,0.76,0.74,0.7,0.99,0.02
34300,9/30/2018,PSX,qGrowth,Energy,Oil & Gas Refining & Marketing,Large,0.43,0.89,0.32,0.77,0.22,0.99,0.02
34301,9/30/2018,REG,qGrowth,Real Estate,REIT - Retail,Large,0.34,0.49,0.12,0.73,0.7,0.99,0.02
34302,9/30/2018,WB,qGrowth,Technology,Internet Content & Information,Large,0.03,0.09,0.9,0.03,0.23,0.99,0.02
34303,9/30/2018,CBOE,qGrowth,Financial Services,Financial Data & Stock Exchanges,Large,0.23,0.08,0.28,0.34,0.19,0.99,0.02
34304,9/30/2018,ADI,qGrowth,Technology,Semiconductors,Large,0.43,0.21,0.83,0.37,0.25,0.98,0.02
34305,9/30/2018,WLK,qGrowth,Basic Materials,Specialty Chemicals,Large,0.24,0.95,0.61,0.16,0.14,0.98,0.02
34306,9/30/2018,FANG,qGrowth,Energy,Oil & Gas E&P,Large,0.71,0.6,0.59,0.04,0.03,0.98,0.02
34307,9/30/2018,TAL,qGrowth,Consumer Defensive,Education & Training Services,Large,0.03,0.33,0.92,0.01,0.49,0.98,0.02
34308,9/30/2018,CNQ,qGrowth,Energy,Oil & Gas E&P,Large,0.18,0.93,0.72,0.5,0.72,0.97,0.02
34309,9/30/2018,LFCHY,qGrowth,Financial Services,Insurance - Life,Large,0.02,0.4,0.27,0.73,0.94,0.97,0.02
34310,9/30/2018,MCO,qGrowth,Financial Services,Financial Data & Stock Exchanges,Large,0.65,0.02,0.47,0.61,0.19,0.97,0.02
34311,9/30/2018,PXD,qGrowth,Energy,Oil & Gas E&P,Large,0.48,0.53,0.59,0.24,0.12,0.97,0.02
34312,9/30/2018,ATH,qGrowth,Financial Services,Insurance - Diversified,Large,0.87,0.35,0.21,0.4,0.52,0.97,0.02
34313,9/30/2018,AMZN,qGrowth,Technology,Internet Retail,Large,0.79,0.09,0.77,0.28,0.39,0.96,0.02
34314,9/30/2018,BIDU,qGrowth,Technology,Internet Content & Information,Large,0.03,0.5,0.74,0.3,0.06,0.96,0.02
34315,9/30/2018,RIO,qGrowth,Basic Materials,Other Industrial Metals & Mining,Large,0.56,0.91,0.86,0.45,0.31,0.96,0.02
34316,9/30/2018,STM,qGrowth,Technology,Semiconductors,Large,0.15,0.57,0.84,0.15,0.73,0.96,0.02
34317,9/30/2018,SNAP,qGrowth,Technology,Internet Content & Information,Large,0.11,0,0,0.1,0.78,0.96,0.02
34318,9/30/2018,MTCH,qGrowth,Technology,Internet Content & Information,Large,0.88,0.12,0.45,0.06,0.02,0.96,0.02
34319,9/30/2018,OXY,qGrowth,Energy,Oil & Gas E&P,Large,0.62,0.54,0.7,0.69,0.38,0.95,0.02
34320,9/30/2018,PCAR,qGrowth,Industrials,Farm & Heavy Construction Machinery,Large,0.51,0.93,0.57,0.35,0.69,0.95,0.02
34321,9/30/2018,BIP,qGrowth,Utilities,Utilities - Diversified,Large,0.16,0.7,0.62,0.95,0.94,0.95,0.02
34322,10/31/2018,BX,qGrowth,Financial Services,Asset Management,Large,0.5,0.17,0.1,0.59,0.5,0.91,0.02
34323,10/31/2018,EOG,qGrowth,Energy,Oil & Gas E&P,Large,0.58,0.57,0.64,0.49,0.07,0.99,0.02
34324,10/31/2018,EQT,qGrowth,Energy,Oil & Gas E&P,Large,0.18,0.87,0.23,0.02,0.22,0.99,0.02
34325,10/31/2018,GRFS,qGrowth,Healthcare,Drug Manufacturers - General,Large,0.2,0.47,0.39,0.46,0.84,0.89,0.02
34326,10/31/2018,MKL,qGrowth,Financial Services,Insurance - Property & Casualty,Large,0.73,0.24,0.06,0.91,0,0.96,0.02
34327,10/31/2018,STZ,qGrowth,Consumer Defensive,Beverages - Wineries & Distilleries,Large,0.44,0.68,0.6,0.68,0.09,0.77,0.02
34328,10/31/2018,V,qGrowth,Financial Services,Credit Services,Large,0.91,0.02,0.44,0.61,0.29,0.89,0.02
34329,10/31/2018,WY,qGrowth,Real Estate,REIT - Specialty,Large,0.24,0.69,0.11,0.73,0.68,0.79,0.02
34330,10/31/2018,WB,qGrowth,Technology,Internet Content & Information,Large,0,0.08,0.91,0.03,0.32,1,0.02
